titulo,precio,lanzamiento,clasificacion,multijugador,nombre,fecha_lanzamiento,exclusivo,calificacion_media
Octomania,31.75,2014-09-29,E (Everyone),True,FPS,2022-01-27,True,3.53
Cabela's Big Game Hunter,48.44,2020-10-19,AO (Adults Only),True,MOBA,2018-08-05,True,3.59
UEFA Champions League 2006-2007,10.1,2017-08-08,RP (Rating Pending),False,Aventura,2023-03-24,True,2.53
Aliens Vs Predator: Requiem,24.07,2016-01-20,E10+ (Everyone 10 and Older),True,Estrategia,2021-05-04,True,1.78
NBA 08,48.9,2024-01-11,E10+ (Everyone 10 and Older),False,Aventura,2015-02-18,True,4.51
Guilty Gear XX ? Core,38.4,2023-09-17,M (Mature),True,MMORPG,2017-11-17,True,2.44
Arkanoid DS,11.83,2024-02-04,T (Teen),True,Aventura,2017-08-23,False,2.91
Code Lyoko,16.78,2018-09-27,RP (Rating Pending),True,Multiplayer,2017-12-13,False,1.12
Dynasty Warriors DS: Fighter's Battle,73.76,2019-07-12,EC (Early Childhood),False,Multiplayer,2019-01-03,True,2.79
Orcs & Elves,62.09,2020-01-01,E10+ (Everyone 10 and Older),False,Estrategia,2019-05-29,True,1.89
Prism: Light the Way,73.42,2022-06-16,AO (Adults Only),False,Aventura,2016-03-01,False,1.84
Dead Head Fred,52.68,2015-02-24,E10+ (Everyone 10 and Older),False,MOBA,2018-12-06,True,4.02
Hot Pixel,56.37,2021-02-23,AO (Adults Only),False,Multiplayer,2018-07-19,True,1.91
The Legend of Heroes III: Song of the Ocean,22.88,2017-03-29,EC (Early Childhood),False,Aventura,2023-04-09,False,3.4
SEGA Rally Revo,40.38,2016-03-17,RP (Rating Pending),True,Multiplayer,2020-08-15,True,1.57
Bionicle Heroes,96.13,2021-02-19,M (Mature),True,MOBA,2017-10-13,False,3.24
Burnout Dominator,47.87,2021-01-16,EC (Early Childhood),True,MOBA,2021-04-28,False,3.87
Samurai Warriors 2: Empires,93.9,2017-02-02,AO (Adults Only),False,Aventura,2023-01-11,True,1.52
Meteos: Disney Magic,16.57,2019-12-29,AO (Adults Only),False,RPG,2019-01-15,False,2.75
Turn It Around,56.99,2016-03-10,E10+ (Everyone 10 and Older),True,Action,2015-01-10,True,2.42
Cube,73.63,2023-08-18,E10+ (Everyone 10 and Older),False,MOBA,2018-01-20,True,4.46
Dragoneer's Aria,21.03,2017-11-13,RP (Rating Pending),False,MMORPG,2017-09-05,True,1.78
The Fast and the Furious,54.53,2014-05-28,AO (Adults Only),False,Aventura,2021-08-06,True,3.41
R-Type Command,26.91,2014-06-19,T (Teen),False,Estrategia,2014-08-30,False,2.33
Virtua Tennis 3,33.25,2023-01-15,T (Teen),False,MOBA,2016-07-24,False,3.38
Virtua Tennis 3,49.71,2018-12-29,RP (Rating Pending),True,MMORPG,2020-05-28,False,3.31
Front Mission,59.49,2020-01-28,M (Mature),False,RPG,2021-01-03,True,2.99
Lost in Blue 2,23.42,2019-08-13,RP (Rating Pending),False,MMORPG,2017-03-10,True,3.18
Nervous Brickdown,39.24,2015-03-06,E10+ (Everyone 10 and Older),False,Aventura,2021-01-08,False,3.9
Sea Monsters: A Prehistoric Adventure,83.47,2020-02-12,M (Mature),True,MOBA,2017-09-28,False,1.44
After Burner: Black Falcon,98.45,2021-10-13,E (Everyone),True,Estrategia,2021-02-17,False,2.51
Capcom Puzzle World,54.41,2022-03-14,E10+ (Everyone 10 and Older),True,MMORPG,2023-07-06,True,3.24
Puzzle Quest: Challenge of the Warlords,40.31,2020-02-20,RP (Rating Pending),False,MMORPG,2016-10-03,True,3.79
Smash Court Tennis 3,44.63,2022-03-01,E (Everyone),True,MOBA,2014-05-30,True,4.42
UEFA Champions League 2006-2007,48.32,2023-05-15,E10+ (Everyone 10 and Older),False,Aventura,2016-05-05,True,4.32
Driver: Parallel Lines,71.89,2024-04-04,EC (Early Childhood),False,RPG,2016-10-11,False,1.35
Mario Kart Wii,74.44,2015-11-12,T (Teen),False,FPS,2016-01-28,False,2.15
Grand Theft Auto IV,39.6,2023-10-01,EC (Early Childhood),True,FPS,2017-09-14,False,2.82
Super Smash Bros.: Brawl,12.37,2022-02-09,M (Mature),False,Aventura,2015-06-29,False,3.48
Call of Duty: World at War,58.87,2017-07-12,E (Everyone),False,RPG,2022-02-13,False,3.41
Grand Theft Auto IV,34.46,2017-05-30,AO (Adults Only),False,Multiplayer,2015-09-20,False,1.43
Gears of War 2,53.77,2018-01-19,RP (Rating Pending),False,RPG,2019-08-31,True,2.36
Pokmon: Platinum Version,22.6,2018-11-16,T (Teen),True,MOBA,2015-12-13,False,4.07
Metal Gear Solid 4: Guns of the Patriots,61.55,2016-09-01,E (Everyone),True,Multiplayer,2016-12-10,True,4.84
Fable II,80.33,2021-04-09,RP (Rating Pending),True,Multiplayer,2023-09-03,True,1.44
Call of Duty: World at War,60.67,2021-06-22,EC (Early Childhood),False,Aventura,2019-12-12,True,3.07
Guitar Hero: World Tour,73.56,2014-11-19,M (Mature),True,RPG,2021-12-18,True,1.71
LittleBigPlanet,37.16,2023-11-07,E10+ (Everyone 10 and Older),False,MOBA,2022-12-07,True,3.17
Fallout 3,42.58,2016-10-01,E10+ (Everyone 10 and Older),False,MMORPG,2019-05-30,False,2.98
LEGO Indiana Jones: The Original Adventures,98.74,2022-10-04,E10+ (Everyone 10 and Older),False,MOBA,2018-04-20,True,2.71
Left 4 Dead,67.9,2017-10-18,E10+ (Everyone 10 and Older),True,Action,2023-02-26,False,4.84
Madden NFL 09,70.53,2016-02-23,RP (Rating Pending),False,Action,2021-12-20,True,2.36
Guitar Hero: On Tour,73.68,2015-01-04,M (Mature),True,Estrategia,2021-02-13,False,1.71
Kung Fu Panda,71.41,2018-11-25,E (Everyone),False,Aventura,2023-10-26,True,3.03
Rock Band 2,84.92,2019-10-17,RP (Rating Pending),False,Estrategia,2022-01-04,False,2.07
Sega Superstars Tennis,26.29,2015-05-18,T (Teen),False,FPS,2020-08-31,False,3.88
Guitar Hero: World Tour,68.42,2022-03-21,E (Everyone),True,Aventura,2019-09-22,False,4.62
Animal Crossing: City Folk,86.4,2015-12-25,RP (Rating Pending),True,MMORPG,2018-12-17,True,4.36
Mario & Sonic at the Olympic Games,39.11,2014-12-15,M (Mature),True,FPS,2014-05-31,True,4.81
Madden NFL 09,39.98,2014-12-19,AO (Adults Only),True,MOBA,2021-09-07,False,2.9
LEGO Batman: The Videogame,17.18,2022-09-14,AO (Adults Only),True,Action,2022-04-11,False,4.46
Tom Clancy's Rainbow Six: Vegas 2,64.52,2021-05-27,EC (Early Childhood),True,Multiplayer,2019-03-13,True,2.87
Kirby Super Star Ultra,11.27,2019-11-06,E10+ (Everyone 10 and Older),False,MMORPG,2016-04-03,False,3.22
Star Wars: The Force Unleashed,91.09,2023-01-27,RP (Rating Pending),True,Action,2023-10-17,False,3.5
God of War: Chains of Olympus,30.79,2014-07-14,T (Teen),False,MMORPG,2018-08-28,True,4.06
Fallout 3,79.67,2014-08-14,EC (Early Childhood),False,Aventura,2022-07-16,True,2.44
Pure,85.94,2015-09-02,T (Teen),True,Action,2023-05-18,True,4.43
LEGO Indiana Jones: The Original Adventures,58.84,2021-05-22,M (Mature),True,Estrategia,2019-06-30,False,3.96
Rock Band,22.12,2016-02-16,M (Mature),True,Action,2020-06-16,False,2.86
LEGO Batman: The Videogame,33.83,2015-02-16,E10+ (Everyone 10 and Older),True,Aventura,2018-08-29,False,3.23
Saints Row 2,84.38,2014-12-04,RP (Rating Pending),False,FPS,2018-10-31,False,4.38
LEGO Batman: The Videogame,28.13,2018-10-19,RP (Rating Pending),True,Multiplayer,2017-02-18,False,3.27
Call of Duty: World at War,14.99,2016-07-03,T (Teen),False,Estrategia,2020-10-11,True,2.87
Midnight Club: Los Angeles,17.31,2015-09-08,AO (Adults Only),False,MOBA,2022-09-29,False,2.06
Mortal Kombat vs. DC Universe,96.03,2017-12-03,AO (Adults Only),False,RPG,2016-01-21,False,4.57
Army of Two,68.69,2022-06-07,RP (Rating Pending),True,MOBA,2021-10-08,False,2.25
Resistance 2,25.64,2019-04-12,RP (Rating Pending),True,Estrategia,2014-07-31,True,1.91
Rock Band 2,44.4,2024-01-26,M (Mature),False,Aventura,2015-12-28,True,1.36
Midnight Club: Los Angeles,65.21,2018-07-14,EC (Early Childhood),True,MMORPG,2016-10-20,False,4.04
Sonic Unleashed,29.41,2021-10-31,M (Mature),True,FPS,2014-05-04,False,3.45
NBA 2K9 ,22.78,2020-02-27,AO (Adults Only),True,FPS,2020-10-15,True,1.41
Guitar Hero: World Tour,59.33,2018-09-24,EC (Early Childhood),True,Aventura,2015-06-25,False,4.99
Guitar Hero: Aerosmith,26.42,2017-08-02,T (Teen),False,MOBA,2022-01-13,False,1.96
Star Wars: The Force Unleashed,53.84,2022-10-15,AO (Adults Only),True,FPS,2021-10-18,True,3.39
Burnout Paradise,98.47,2021-04-05,AO (Adults Only),False,Estrategia,2024-02-11,False,2.02
Pokmon Ranger: Shadows of Almia,85.79,2017-12-20,EC (Early Childhood),True,MMORPG,2016-08-10,False,3.64
Mortal Kombat vs. DC Universe,18.7,2022-01-30,EC (Early Childhood),True,Estrategia,2019-10-26,True,4.31
Dead Space,13.26,2020-03-31,T (Teen),True,RPG,2022-02-20,False,3.71
Shaun White Snowboarding: Road Trip,14.67,2014-09-28,E10+ (Everyone 10 and Older),True,Action,2023-04-02,False,2.77
Star Wars: The Force Unleashed,66.77,2023-04-27,T (Teen),True,FPS,2015-04-01,False,2.27
Guitar Hero: Aerosmith,32.8,2024-02-17,E (Everyone),True,Estrategia,2015-07-20,True,4.5
SOCOM: U.S. Navy SEALs - Confrontation,45.55,2017-09-02,E (Everyone),True,RPG,2024-02-21,True,3.1
SoulCalibur IV,47.93,2014-06-06,M (Mature),True,RPG,2018-01-17,True,2.96
Battlefield: Bad Company,93.74,2018-02-22,EC (Early Childhood),True,FPS,2016-10-13,False,2.57
Saints Row 2,25.22,2015-06-17,E (Everyone),True,Multiplayer,2019-04-15,False,3.94
Guitar Hero: On Tour - Decades,31.78,2015-10-21,T (Teen),True,MMORPG,2023-10-26,False,2.95
Devil May Cry 4,81.02,2015-12-28,EC (Early Childhood),False,FPS,2021-04-10,True,1.0
Mystery Case Files: MillionHeir,52.52,2019-11-24,E10+ (Everyone 10 and Older),True,Aventura,2020-05-21,True,4.82
Battlefield: Bad Company,76.47,2018-02-09,M (Mature),True,RPG,2024-01-05,True,2.98
Army of Two,78.36,2016-09-29,M (Mature),True,Aventura,2017-05-23,True,4.46
Rayman Raving Rabbids TV Party,35.55,2018-01-29,EC (Early Childhood),False,Action,2016-04-23,True,3.46
The House of the Dead 2 & 3 Return,50.38,2014-07-12,E10+ (Everyone 10 and Older),False,MMORPG,2014-06-19,True,1.21
Far Cry 2,87.22,2022-11-21,AO (Adults Only),True,Estrategia,2019-05-30,False,2.33
Boom Blox,66.6,2019-07-22,E10+ (Everyone 10 and Older),True,Aventura,2018-12-01,True,1.72
Spore Creatures,19.14,2020-06-19,E (Everyone),True,Multiplayer,2021-03-31,True,4.8
Madden NFL 09,78.79,2015-12-25,T (Teen),True,MOBA,2021-07-29,True,4.73
NCAA Football 09,83.02,2019-04-16,T (Teen),True,Estrategia,2020-12-08,False,3.66
MLB 08: The Show,55.0,2023-03-20,AO (Adults Only),False,MMORPG,2016-03-31,True,1.77
Tom Clancy's Rainbow Six: Vegas 2,12.7,2017-11-23,T (Teen),True,MOBA,2023-03-25,False,2.95
Mercenaries 2: World in Flames,14.27,2015-03-27,EC (Early Childhood),True,FPS,2018-03-16,True,2.58
Need for Speed: Undercover,95.93,2015-04-27,T (Teen),False,MOBA,2017-08-13,True,4.87
Guitar Hero: Aerosmith,84.33,2021-10-21,E (Everyone),False,Aventura,2021-01-16,False,1.76
SoulCalibur IV,14.47,2020-06-23,RP (Rating Pending),False,Action,2018-10-19,False,1.56
Valkyria Chronicles,76.87,2021-12-01,AO (Adults Only),True,MOBA,2023-03-16,True,4.76
Harvest Moon: Tree of Tranquility,26.38,2016-06-17,AO (Adults Only),True,FPS,2015-12-08,False,3.55
Star Wars: The Clone Wars - Jedi Alliance,58.65,2017-01-15,T (Teen),True,RPG,2019-04-27,True,4.27
Need for Speed: Undercover,38.47,2015-04-13,RP (Rating Pending),False,Action,2019-11-17,False,2.87
Wario Land: Shake It!,76.25,2016-10-20,E10+ (Everyone 10 and Older),False,RPG,2023-11-11,False,1.02
NBA 2K9,94.59,2020-12-12,RP (Rating Pending),False,FPS,2022-07-01,False,3.03
Major League Baseball 2K9,81.04,2023-02-09,RP (Rating Pending),True,FPS,2023-03-09,True,1.59
NCAA Football 09,30.86,2017-07-25,AO (Adults Only),False,Action,2022-11-29,False,1.07
Kung Fu Panda,37.6,2019-05-20,E10+ (Everyone 10 and Older),True,MMORPG,2019-07-17,False,2.77
Devil May Cry 4,73.98,2024-01-06,RP (Rating Pending),False,MOBA,2015-02-20,True,3.08
Tom Clancy's EndWar,23.29,2019-04-18,E10+ (Everyone 10 and Older),True,MMORPG,2018-07-03,False,3.01
LEGO Batman: The Videogame,78.15,2019-08-07,EC (Early Childhood),False,RPG,2021-10-29,False,2.91
BioShock,94.89,2022-11-09,E10+ (Everyone 10 and Older),False,FPS,2017-08-14,True,2.63
Bully: Scholarship Edition,13.53,2023-09-11,EC (Early Childhood),True,Estrategia,2023-09-25,True,2.79
Prince of Persia,75.67,2018-11-06,RP (Rating Pending),False,RPG,2015-09-10,False,1.74
Kung Fu Panda,97.4,2017-06-16,M (Mature),False,MOBA,2016-07-12,False,4.05
Sonic Chronicles: The Dark Brotherhood,83.73,2021-10-31,T (Teen),True,MOBA,2015-02-24,False,1.92
Chrono Trigger,60.77,2021-06-13,T (Teen),False,Aventura,2015-05-17,False,2.88
Tomb Raider: Underworld,85.58,2017-02-10,E (Everyone),False,RPG,2017-01-20,True,3.62
skate it,75.83,2022-08-22,M (Mature),False,RPG,2021-02-18,False,3.01
The Legendary Starfy,92.44,2023-10-20,RP (Rating Pending),False,FPS,2021-03-15,True,1.99
Mirror's Edge,37.42,2021-01-31,AO (Adults Only),True,RPG,2022-05-09,True,3.9
Haze,76.28,2020-02-22,T (Teen),False,MMORPG,2023-06-08,False,3.84
Dissidia: Final Fantasy,53.59,2023-05-05,M (Mature),False,Aventura,2022-03-10,False,5.0
Sid Meier's Civilization: Revolution,94.22,2023-11-19,E10+ (Everyone 10 and Older),False,MMORPG,2022-10-15,False,2.52
Wall-E,10.01,2019-03-14,EC (Early Childhood),False,MMORPG,2017-08-02,False,1.84
Prince of Persia,62.12,2019-03-22,AO (Adults Only),True,MMORPG,2023-01-28,True,4.35
NHL 09 ,95.55,2019-05-21,M (Mature),False,MMORPG,2016-06-30,True,1.52
Brothers in Arms: Hell's Highway,97.48,2016-12-26,AO (Adults Only),True,Aventura,2018-10-07,False,3.55
Shaun White Snowboarding,91.19,2016-10-12,E (Everyone),True,Multiplayer,2019-10-28,False,2.86
Turok,44.49,2023-08-24,E10+ (Everyone 10 and Older),True,Multiplayer,2021-07-04,True,1.69
Iron Man,55.37,2020-11-16,E10+ (Everyone 10 and Older),True,MMORPG,2019-11-04,False,3.28
De Blob,86.51,2014-04-20,EC (Early Childhood),False,Multiplayer,2019-08-31,False,1.15
Sonic Riders: Zero Gravity,44.11,2018-04-09,E (Everyone),False,MOBA,2019-07-17,True,3.11
Rhythm Heaven,93.07,2020-11-24,EC (Early Childhood),True,Multiplayer,2018-06-01,False,2.82
Tomb Raider: Underworld,51.32,2018-04-28,EC (Early Childhood),True,Action,2021-02-13,True,4.6
Advance Wars: Days of Ruin,77.82,2021-06-02,T (Teen),True,MOBA,2015-05-19,False,3.85
LEGO Batman: The Videogame,23.1,2018-05-15,RP (Rating Pending),False,Action,2024-03-22,True,4.18
Far Cry 2,90.51,2023-11-04,E (Everyone),True,MMORPG,2018-10-01,False,3.8
Harvest Moon: Island of Happiness,31.8,2020-01-16,M (Mature),False,Action,2023-12-24,False,4.44
Brothers in Arms: Hell's Highway,93.52,2019-09-06,M (Mature),True,Action,2023-05-10,True,3.42
Sonic Unleashed,47.29,2023-07-06,M (Mature),True,RPG,2023-08-09,True,3.54
Pinball Hall of Fame: The Williams Collection,64.73,2015-06-07,RP (Rating Pending),True,Action,2023-05-15,True,3.15
Sonic Unleashed,30.57,2021-01-19,RP (Rating Pending),False,Aventura,2022-10-15,False,2.4
Samba de Amigo,28.19,2014-11-12,E10+ (Everyone 10 and Older),True,Action,2014-09-15,False,1.04
?kami,33.18,2017-12-29,EC (Early Childhood),False,Estrategia,2017-08-08,True,4.6
LEGO Indiana Jones: The Original Adventures,91.34,2016-05-09,T (Teen),True,MMORPG,2014-10-10,False,4.22
MotorStorm: Pacific Rift,66.71,2019-04-06,RP (Rating Pending),False,Action,2019-01-21,True,2.55
Tiger Woods PGA Tour 09,44.54,2018-01-29,T (Teen),False,RPG,2014-09-05,False,3.62
SimCity Creator,15.52,2016-08-28,E10+ (Everyone 10 and Older),True,Aventura,2016-08-12,False,3.45
Tiger Woods PGA Tour 09,93.91,2023-05-21,RP (Rating Pending),False,FPS,2017-03-01,False,4.68
Sid Meier's Civilization: Revolution,73.35,2016-02-18,E (Everyone),False,Action,2017-01-15,True,3.4
Pure,70.19,2022-09-26,RP (Rating Pending),True,FPS,2019-10-23,True,4.35
Turok,54.62,2019-05-30,AO (Adults Only),False,Aventura,2021-10-25,True,4.8
Crash: Mind over Mutant,38.49,2019-10-12,AO (Adults Only),False,MOBA,2023-06-01,True,1.57
Spider-Man: Web of Shadows,69.68,2019-03-29,RP (Rating Pending),False,Estrategia,2020-09-15,False,4.87
Frontlines: Fuel of War,59.95,2019-05-17,RP (Rating Pending),True,Multiplayer,2021-03-09,False,1.17
GRID,71.31,2017-05-05,E (Everyone),True,Action,2023-03-11,True,3.79
Too Human,92.22,2017-02-16,AO (Adults Only),True,MOBA,2020-06-05,False,1.66
Speed Racer: The Videogame,35.28,2020-09-19,AO (Adults Only),False,MOBA,2023-09-15,False,2.48
LEGO Indiana Jones: The Original Adventures,41.93,2023-11-21,E10+ (Everyone 10 and Older),True,MOBA,2016-12-07,False,4.21
SEGA Bass Fishing,14.66,2023-11-30,EC (Early Childhood),True,RPG,2015-04-17,False,1.23
The Chronicles of Narnia: Prince Caspian,44.56,2020-05-15,E10+ (Everyone 10 and Older),True,Action,2021-02-18,False,2.22
Iron Man,89.83,2020-01-06,T (Teen),False,RPG,2015-02-09,True,4.9
The Sims 2: Apartment Pets,77.78,2018-10-05,E (Everyone),True,Multiplayer,2021-02-12,True,4.52
MLB 08: The Show,90.44,2021-11-12,RP (Rating Pending),False,MMORPG,2021-03-25,False,4.95
Iron Man,78.23,2015-11-13,E10+ (Everyone 10 and Older),True,MMORPG,2015-02-22,False,4.09
Madagascar: Escape 2 Africa,15.04,2014-09-06,EC (Early Childhood),True,Action,2022-07-24,False,4.9
GRID,24.84,2021-04-12,E (Everyone),True,RPG,2016-02-10,True,3.33
NHL 09,50.32,2016-04-12,EC (Early Childhood),False,MMORPG,2016-12-06,True,4.63
Banjo-Kazooie: Nuts & Bolts,65.72,2017-03-04,RP (Rating Pending),False,Action,2016-02-06,True,4.99
Hot Shots Golf: Out of Bounds,72.17,2015-11-08,E (Everyone),True,Action,2023-02-13,False,2.21
Rune Factory 2: A Fantasy Harvest Moon,48.44,2023-02-02,RP (Rating Pending),True,RPG,2021-10-27,True,3.5
SimCity Creator,25.35,2021-02-10,AO (Adults Only),False,Estrategia,2017-02-13,False,4.45
Patapon,32.46,2021-06-17,E (Everyone),False,Action,2015-07-30,True,4.05
Shaun White Snowboarding,25.47,2014-05-17,T (Teen),True,Action,2015-02-20,True,2.69
Iron Man,45.02,2022-09-19,RP (Rating Pending),False,RPG,2019-10-15,False,1.5
Sega Superstars Tennis,20.19,2024-03-21,AO (Adults Only),True,Estrategia,2018-12-09,True,2.22
Lost Planet: Extreme Condition,53.61,2020-01-27,E10+ (Everyone 10 and Older),True,Estrategia,2019-10-15,True,3.7
Mirror's Edge,52.13,2020-12-27,E (Everyone),True,Estrategia,2015-01-06,True,3.66
The Incredible Hulk,91.56,2020-12-04,T (Teen),True,FPS,2014-11-10,False,3.39
Condemned 2: Bloodshot,57.81,2024-01-11,EC (Early Childhood),False,Aventura,2014-09-01,False,4.82
Sega Superstars Tennis,47.08,2024-03-10,T (Teen),True,Multiplayer,2015-12-03,True,4.16
Speed Racer: The Videogame,80.6,2022-03-01,T (Teen),False,RPG,2014-12-03,False,1.27
Viva Pi$?ata: Pocket Paradise,81.87,2014-12-28,RP (Rating Pending),False,FPS,2023-09-03,True,4.06
Tom Clancy's EndWar,67.09,2021-07-14,M (Mature),False,MMORPG,2022-02-25,True,2.09
Iron Man,31.25,2022-04-03,E (Everyone),False,Aventura,2019-04-19,True,4.36
Need for Speed: Undercover,90.52,2017-10-25,AO (Adults Only),True,MOBA,2022-06-12,True,3.91
Wall-E,80.44,2023-08-09,AO (Adults Only),True,MOBA,2019-06-04,True,2.59
Spectrobes: Beyond the Portals,76.47,2020-08-05,M (Mature),False,Estrategia,2019-03-08,False,3.99
MX vs. ATV Untamed,73.38,2021-03-20,EC (Early Childhood),True,MMORPG,2017-08-15,True,2.87
Mercenaries 2: World in Flames,97.02,2015-05-09,EC (Early Childhood),True,MOBA,2022-03-18,False,4.65
Infinite Undiscovery,36.18,2018-02-05,T (Teen),False,Aventura,2021-12-11,False,2.67
TNA iMPACT!,13.58,2018-08-04,T (Teen),False,MOBA,2017-01-29,False,2.06
Enemy Territory: Quake Wars,62.36,2017-09-09,AO (Adults Only),True,Multiplayer,2017-08-10,True,4.81
Fire Emblem: Shadow Dragon,32.78,2016-07-22,E10+ (Everyone 10 and Older),True,FPS,2024-04-08,False,3.05
Neopets Puzzle Adventure,23.25,2023-10-08,AO (Adults Only),False,Action,2017-07-19,True,1.35
Tales of Vesperia,34.13,2019-11-20,E10+ (Everyone 10 and Older),True,FPS,2017-10-27,False,2.56
SingStar ABBA,65.46,2023-09-14,E (Everyone),True,MOBA,2018-02-02,True,1.99
Dragon Ball Z: Burst Limit,80.58,2018-12-08,T (Teen),False,RPG,2017-11-23,False,2.01
Apollo Justice: Ace Attorney,71.26,2019-09-20,AO (Adults Only),False,MOBA,2014-09-01,False,3.38
Castlevania: Order of Ecclesia,38.98,2024-02-06,T (Teen),True,RPG,2021-10-18,True,3.06
Mega Man Star Force 2: Zerker X Ninja,27.84,2020-08-27,AO (Adults Only),True,RPG,2023-01-25,True,3.14
Enemy Territory: Quake Wars,51.74,2021-08-14,E10+ (Everyone 10 and Older),False,MMORPG,2016-08-17,False,2.75
Namco Museum: Virtual Arcade,52.77,2015-08-15,RP (Rating Pending),False,Aventura,2014-05-26,True,3.57
NASCAR 09,89.6,2020-06-19,E (Everyone),False,Aventura,2017-10-01,True,1.06
Turning Point: Fall of Liberty,81.7,2017-06-24,EC (Early Childhood),False,Multiplayer,2021-10-20,True,4.13
Summer Athletics 2009,45.81,2020-08-10,E (Everyone),True,MOBA,2016-02-05,True,3.33
Unreal Tournament III,37.45,2014-09-19,AO (Adults Only),True,MMORPG,2014-12-12,False,4.82
Shaun White Snowboarding,17.81,2017-03-05,RP (Rating Pending),True,Multiplayer,2022-03-17,False,1.14
Dark Sector,15.01,2021-05-21,RP (Rating Pending),False,RPG,2023-06-18,True,4.74
The Last Remnant,15.49,2015-09-17,E10+ (Everyone 10 and Older),False,MOBA,2014-07-19,True,3.71
Dragon Ball Z: Burst Limit,12.78,2023-05-03,T (Teen),True,Multiplayer,2017-04-14,False,4.55
NASCAR 09,34.61,2018-08-20,T (Teen),False,RPG,2017-10-03,True,4.69
Turning Point: Fall of Liberty,73.47,2020-11-13,T (Teen),True,RPG,2022-10-07,False,2.04
MX vs. ATV Untamed,27.85,2014-11-18,E10+ (Everyone 10 and Older),True,RPG,2015-10-15,True,3.66
Crash: Mind over Mutant,52.6,2023-05-22,E (Everyone),False,Multiplayer,2022-04-03,True,1.33
The Incredible Hulk,56.88,2017-05-09,T (Teen),False,MMORPG,2020-04-08,True,4.45
Silent Hill: Homecoming,57.1,2021-11-30,E10+ (Everyone 10 and Older),True,RPG,2020-09-15,False,3.91
TNA iMPACT!,65.1,2022-11-11,T (Teen),True,FPS,2022-04-03,True,1.97
The Incredible Hulk,77.57,2024-03-10,T (Teen),True,Aventura,2014-08-13,True,1.85
Kung Fu Panda,76.28,2016-06-10,M (Mature),True,FPS,2019-10-14,True,4.78
Dark Sector,10.65,2016-07-15,E (Everyone),False,RPG,2017-06-05,False,4.21
Tales of Symphonia: Dawn of the New World,10.67,2020-05-27,EC (Early Childhood),False,FPS,2014-05-28,True,4.45
Valkyrie Profile: Covenant of the Plume,51.36,2023-10-21,EC (Early Childhood),False,MOBA,2022-11-03,True,3.54
Spider-Man: Web of Shadows,18.05,2020-03-07,RP (Rating Pending),False,Aventura,2019-07-12,True,3.49
TV Show King,52.45,2017-11-08,E (Everyone),True,Aventura,2023-11-01,True,4.75
AC/DC Live: Rock Band - Track Pack,47.06,2023-12-16,E (Everyone),False,Action,2014-10-07,True,3.46
The Chronicles of Narnia: Prince Caspian,35.47,2014-09-14,E (Everyone),False,Aventura,2020-02-14,True,2.6
Hot Shots Golf: Open Tee 2,83.69,2021-08-27,T (Teen),True,MOBA,2022-07-10,False,3.59
AC/DC Live: Rock Band - Track Pack,78.51,2021-12-20,T (Teen),True,Estrategia,2019-11-17,True,2.53
Harvest Moon: Magical Melody,69.09,2018-02-18,E10+ (Everyone 10 and Older),True,MOBA,2022-05-22,False,2.88
Dynasty Warriors 6,81.22,2020-06-25,EC (Early Childhood),False,FPS,2016-04-09,True,3.97
Order Up!,34.78,2017-04-28,E (Everyone),False,MOBA,2015-03-03,True,3.86
NBA Ballers: Chosen One,18.77,2019-01-23,AO (Adults Only),True,FPS,2024-02-13,False,3.37
Age of Empires: Mythologies,33.54,2018-07-11,E (Everyone),True,MOBA,2016-12-09,False,3.77
LocoRoco 2,87.24,2018-12-13,EC (Early Childhood),True,MMORPG,2018-09-23,True,1.55
Star Ocean: First Departure,90.65,2015-02-27,EC (Early Childhood),False,RPG,2024-02-15,False,3.54
Lost: Via Domus,50.33,2019-10-27,M (Mature),False,Estrategia,2023-01-21,True,1.57
Tetris Party,93.24,2024-03-13,EC (Early Childhood),False,RPG,2017-08-02,True,2.62
Bully: Scholarship Edition,69.23,2023-05-20,E (Everyone),True,MOBA,2022-05-15,False,4.29
The Spiderwick Chronicles,88.06,2020-04-19,AO (Adults Only),True,Aventura,2023-07-13,False,3.24
Dynasty Warriors 6,58.21,2023-04-14,RP (Rating Pending),True,FPS,2017-02-28,False,4.07
Facebreaker,71.33,2022-08-19,T (Teen),True,MMORPG,2022-11-26,True,4.3
Ninja Gaiden: Dragon Sword,53.24,2021-02-07,T (Teen),True,RPG,2024-02-08,False,1.82
Condemned 2: Bloodshot,32.31,2018-11-27,M (Mature),True,Aventura,2021-11-24,True,4.81
Silent Hill: Homecoming,84.56,2014-06-04,T (Teen),True,Multiplayer,2020-05-18,False,3.89
Command & Conquer: Red Alert 3,74.51,2022-04-11,E (Everyone),True,Multiplayer,2019-05-25,False,1.58
Viking: Battle for Asgard,54.77,2021-04-20,RP (Rating Pending),True,Action,2017-12-26,True,1.43
Beijing 2008,19.81,2018-04-14,EC (Early Childhood),False,RPG,2017-05-01,True,3.73
Don King Presents: Prizefighter,18.3,2018-05-27,T (Teen),False,Multiplayer,2015-06-10,False,2.99
Bomberman,18.43,2018-01-12,AO (Adults Only),True,MOBA,2017-10-17,False,3.96
Ferrari Challenge Trofeo Pirelli,73.35,2020-01-18,T (Teen),False,Action,2021-05-16,False,4.42
